ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
12,FLORIDA,FL,Palm Beach,12099,"Palm Beach County, Florida",1965.6213973,1446277,0,682671,490,548216,2650,182863,5159,46682,1825,37998,449,124483,2710,336908,54,280011,89,176163,3494,42165,1400,646507,1021,93337,3412,169855,2277,19012,822,17789,920,34079,1209,20484,1085,12.8,0.4,6.5,0.3,37998.0,449.0,11.8,0.3,23.3,0.1,19.4,0.0,12.3,0.2,7.7,0.3,44.7,0.1,6.8,0.2,24.9,0.3,2.8,0.1,3.2,0.2,6.2,0.2,1.4,0.1,0.2879,0.5,0.0758,0.4242,1.2879,0.2273,0.7121,0.4545,0.1667,0.4545,1.7878,0.3333,0.8182,0.8788,1.697,0.8788,0.9545,0.0152,0.6515,0.6667,0.2424,2.5303,0.4697,7.303,0.4848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,195310,4508,13.6,0.3,1313043
12,FLORIDA,FL,Gilchrist,12041,"Gilchrist County, Florida",349.6947165,17615,0,7486,118,6511,223,2906,582,440,128,21379,1155,1673,251,3517,53,3562,17,3412,328,600,142,2383,21,257,130,10,13,3790,253,90,45,316,132,1344,276,17.9,3.6,6.1,1.7,21379.0,1155.0,14.1,2.1,20.0,0.3,20.2,0.1,21.0,2.0,9.2,2.2,13.5,0.1,1.5,0.8,0.1,0.2,50.6,3.2,1.4,0.7,4.9,2.0,7.6,1.6,0.6667,0.3939,0.6818,0.5758,2.3182,0.5758,0.5303,0.5606,0.8636,0.6667,2.6212,0.9394,0.0455,0.4545,0.5,0.2121,0.0152,0.9697,0.1212,0.2273,0.6515,1.9849,0.2273,7.4243,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2945,546,18.1,3.3,14107
12,FLORIDA,FL,Marion,12083,"Marion County, Florida",1588.4063735,348371,0,167450,309,136514,1543,56264,2987,11910,1206,24570,568,32787,1652,98883,0,65287,0,61566,2002,10054,707,101640,592,3931,684,4739,550,34754,1235,2301,389,7044,774,9673,740,16.6,0.9,8.8,0.9,24570.0,568.0,12.7,0.6,28.4,0.0,18.7,0.0,18.1,0.6,7.4,0.5,29.2,0.2,1.2,0.2,2.8,0.3,20.8,0.7,1.7,0.3,5.2,0.6,2.8,0.2,0.5758,0.8636,0.5303,0.5,2.4697,0.6364,0.8636,0.3485,0.6364,0.3182,2.1667,0.6364,0.5455,0.3333,0.8788,0.4394,0.4242,0.5455,0.2121,0.3636,0.4848,2.0302,0.303,7.5454,0.5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41833,2260,12.3,0.7,322401
12,FLORIDA,FL,St. Lucie,12111,"St. Lucie County, Florida",571.6841468,305591,0,139960,168,112872,1511,45516,3189,8834,1160,25736,534,30609,2028,71109,95,62059,36,47475,2114,9212,983,128412,130,11078,1486,17546,943,11853,612,2771,481,5697,720,2972,305,15.0,1.1,6.5,0.8,25736.0,534.0,13.9,0.9,23.3,0.1,20.3,0.0,15.7,0.7,8.2,0.9,42.0,0.0,3.8,0.5,12.5,0.7,8.5,0.4,2.5,0.4,5.0,0.6,1.0,0.1,0.4848,0.5,0.5,0.5606,2.0454,0.5152,0.7121,0.5758,0.4242,0.5455,2.2576,0.7576,0.7879,0.7424,1.5303,0.7727,0.6515,0.2576,0.5152,0.2576,0.0758,1.7577,0.1515,7.591,0.5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42592,3078,14.0,1.0,244981
12,FLORIDA,FL,Broward,12011,"Broward County, Florida",1203.1039618,1909151,0,821088,409,682088,3587,255214,6267,67089,2218,31464,269,150125,3122,303981,71,408805,0,208108,3629,66788,1876,1198713,817,137389,3929,288316,2556,23112,871,27626,1334,48178,1545,17280,1013,13.5,0.3,6.6,0.2,31464.0,269.0,11.2,0.2,15.9,0.1,21.4,0.0,11.0,0.2,9.8,0.3,62.8,0.0,7.6,0.2,35.1,0.3,2.8,0.1,4.1,0.2,7.1,0.2,0.9,0.1,0.3333,0.5758,0.2273,0.3485,1.4849,0.3636,0.2727,0.6818,0.0758,0.7121,1.7424,0.303,0.9394,0.9242,1.8636,0.9545,0.9848,0.0152,0.8788,0.7879,0.0455,2.7122,0.6212,7.8031,0.5455,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,3,277323,6531,14.6,0.3,1521986
12,FLORIDA,FL,Levy,12075,"Levy County, Florida",1118.2328757,39961,0,20424,69,16433,360,8177,1108,1089,223,22025,1278,4590,479,9401,81,7948,29,7907,572,1305,224,7964,28,495,187,282,97,10055,461,414,147,846,163,398,120,20.7,2.8,6.8,1.3,22025.0,1278.0,15.7,1.6,23.5,0.2,19.9,0.1,19.9,1.4,7.9,1.4,19.9,0.1,1.3,0.5,1.4,0.5,49.2,2.2,2.5,0.9,5.1,1.0,1.0,0.3,0.7879,0.6061,0.6515,0.6515,2.697,0.7273,0.7424,0.5303,0.7879,0.4848,2.5454,0.9091,0.1818,0.3636,0.5454,0.2273,0.2576,0.9394,0.5152,0.2879,0.0758,2.0759,0.3939,7.8637,0.5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6137,771,15.5,1.9,31363
12,FLORIDA,FL,Franklin,12037,"Franklin County, Florida",545.1406517,11736,0,8675,87,4297,287,2091,478,336,121,25037,3098,1768,244,2515,50,1919,0,2212,259,214,72,2706,218,107,87,144,74,1854,201,122,63,231,97,1655,189,20.7,4.7,7.5,2.6,25037.0,3098.0,19.7,2.7,21.4,0.4,16.4,0.0,21.8,2.6,5.0,1.7,23.1,1.9,1.0,0.8,1.7,0.9,21.4,2.3,2.8,1.5,5.4,2.2,14.1,1.6,0.7879,0.7424,0.5152,0.7879,2.8334,0.7576,0.6212,0.0909,0.8939,0.0606,1.6666,0.2121,0.2727,0.2727,0.5454,0.2273,0.3182,0.5758,0.6212,0.4697,0.8788,2.8637,0.697,7.9091,0.5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,354,18.3,3.5,10472
12,FLORIDA,FL,Orange,12095,"Orange County, Florida",902.5389205,1321194,0,526428,609,458613,2664,207125,6818,42170,2101,28859,393,101305,2962,150264,154,297074,165,142450,3722,49558,1938,781845,1141,85299,3308,112835,2562,19726,1080,14475,1040,27695,1214,32101,1696,16.1,0.5,6.0,0.3,28859.0,393.0,11.5,0.3,11.4,0.1,22.5,0.0,10.9,0.3,10.8,0.4,59.2,0.1,6.9,0.3,21.4,0.5,3.7,0.2,3.2,0.2,6.0,0.3,2.4,0.1,0.5455,0.3485,0.3485,0.3788,1.6213,0.4242,0.0,0.8788,0.0606,0.8636,1.803,0.3485,0.9242,0.8939,1.8181,0.9394,0.9242,0.0606,0.6515,0.6212,0.4545,2.712,0.6061,7.9544,0.5909,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,190437,5607,14.5,0.4,1318332
12,FLORIDA,FL,Hillsborough,12057,"Hillsborough County, Florida",1021.8478501,1378883,0,571869,380,516478,2014,207962,4921,43489,1364,31173,345,108569,2464,189676,59,315758,0,157660,2527,52986,1581,695948,862,80741,2599,97400,1833,40307,988,17028,917,35103,1108,21064,811,15.3,0.4,6.1,0.2,31173.0,345.0,11.6,0.3,13.8,0.1,22.9,0.0,11.5,0.2,10.3,0.3,50.5,0.1,6.3,0.2,17.0,0.3,7.0,0.2,3.3,0.2,6.8,0.2,1.5,0.1,0.5152,0.3939,0.2424,0.4091,1.5606,0.4091,0.1061,0.9242,0.1515,0.803,1.9848,0.4545,0.8939,0.8636,1.7575,0.8939,0.8182,0.1364,0.697,0.7273,0.2879,2.6668,0.5455,7.9697,0.6061,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,178122,4612,13.0,0.3,1247590
12,FLORIDA,FL,Duval,12031,"Duval County, Florida",762.9351512,924229,0,403548,639,354387,1851,139758,4450,31052,1401,30012,406,65724,2245,123480,57,209943,0,122492,2485,38165,1330,429869,581,23167,1768,71152,1776,18976,907,8444,768,28840,1163,20202,1392,15.5,0.5,6.6,0.3,30012.0,406.0,10.5,0.4,13.4,0.1,22.7,0.0,13.5,0.3,10.8,0.4,46.5,0.1,2.7,0.2,17.6,0.4,4.7,0.2,2.4,0.2,8.1,0.3,2.2,0.2,0.5303,0.5758,0.303,0.2879,1.697,0.4545,0.0758,0.9091,0.197,0.8636,2.0455,0.5152,0.8788,0.6667,1.5455,0.803,0.8485,0.0758,0.4697,0.8636,0.4394,2.697,0.5909,7.985,0.6212,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,108244,3865,12.0,0.4,933692
12,FLORIDA,FL,Calhoun,12013,"Calhoun County, Florida",567.3344892,14444,0,6012,91,4556,233,1509,316,357,139,18921,2097,2259,299,2660,90,3087,110,2736,327,343,121,3325,43,112,84,7,23,2311,240,125,79,309,91,2027,233,12.2,2.5,6.9,2.6,18921.0,2097.0,21.9,2.9,18.4,0.6,21.4,0.8,22.0,2.5,7.5,2.6,23.0,0.3,0.8,0.6,0.1,0.4,38.4,3.9,2.7,1.7,6.8,2.0,14.0,1.6,0.197,0.6212,0.8485,0.8485,2.5152,0.6515,0.3939,0.6818,0.9242,0.3788,2.3787,0.8333,0.2576,0.2121,0.4697,0.1818,0.0152,0.803,0.6061,0.7273,0.8636,3.0152,0.7727,8.3788,0.6364,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2275,446,18.3,3.6,11707
12,FLORIDA,FL,Osceola,12097,"Osceola County, Florida",1327.7105394,338619,0,144054,199,99158,1445,54789,3700,10442,1025,21331,542,29463,1789,43188,75,83995,0,48457,2379,10924,983,227369,463,31062,2209,20149,1299,11179,636,3382,497,5249,536,1908,312,16.3,1.1,6.3,0.6,21331.0,542.0,13.2,0.8,12.8,0.1,24.8,0.0,14.4,0.7,11.0,1.0,67.1,0.1,9.8,0.7,14.0,0.9,7.8,0.4,3.4,0.5,5.3,0.5,0.6,0.1,0.5606,0.4697,0.697,0.5152,2.2425,0.5455,0.0303,0.9697,0.2727,0.9242,2.1969,0.6515,0.9545,0.9394,1.8939,0.9697,0.7121,0.197,0.7424,0.4091,0.0152,2.0758,0.3636,8.4091,0.6515,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,4,53244,3337,15.8,1.0,264836
12,FLORIDA,FL,Columbia,12023,"Columbia County, Florida",797.5500476,69105,0,28893,126,24985,454,11115,1219,2711,431,23901,1193,6365,474,12424,97,15151,89,12555,791,1909,299,18843,61,386,166,1108,255,10548,466,823,206,1304,282,4856,314,17.4,1.9,9.5,1.5,23901.0,1193.0,13.3,1.0,18.0,0.1,21.9,0.1,19.5,1.2,7.6,1.2,27.3,0.1,0.6,0.3,3.8,0.9,36.5,1.6,3.3,0.8,5.2,1.1,7.0,0.5,0.6364,0.8939,0.5909,0.5303,2.6515,0.697,0.3788,0.7879,0.697,0.4091,2.2728,0.7727,0.4697,0.0758,0.5455,0.2576,0.5,0.7424,0.697,0.3636,0.6364,2.9394,0.7273,8.4092,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8011,763,12.4,1.2,66360
12,FLORIDA,FL,Liberty,12077,"Liberty County, Florida",835.562988,8365,0,3586,259,2381,263,906,248,310,167,17197,1880,1119,198,1305,201,1393,170,1702,267,241,108,2002,344,140,90,18,37,1679,226,44,39,130,71,1456,188,13.0,3.5,11.3,5.9,17197.0,1880.0,18.6,3.3,15.6,2.4,16.7,2.0,24.5,3.8,10.1,4.4,23.9,4.1,1.8,1.1,0.5,1.0,46.8,4.7,1.8,1.7,5.5,2.9,17.4,2.2,0.303,0.9697,0.9545,0.7121,2.9393,0.7879,0.2424,0.1667,0.9848,0.7576,2.1515,0.6212,0.303,0.4848,0.7878,0.3636,0.0909,0.9242,0.2424,0.5,0.9394,2.6969,0.5758,8.5755,0.6818,0,1,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,2,5,1288,370,18.5,5.3,7577
12,FLORIDA,FL,Dixie,12029,"Dixie County, Florida",705.1044736,16437,0,9413,81,6520,332,3398,561,278,124,20527,2424,2557,371,3732,70,3051,0,3648,346,525,167,2559,21,44,86,81,46,4705,332,318,116,571,173,1563,164,23.1,3.9,5.5,2.5,20527.0,2424.0,20.7,3.0,22.7,0.4,18.6,0.0,24.5,2.4,8.1,2.5,15.6,0.1,0.3,0.6,0.9,0.5,50.0,3.5,4.9,1.8,8.8,2.5,9.5,1.0,0.8788,0.1667,0.7424,0.803,2.5909,0.6667,0.6818,0.303,0.9848,0.5303,2.4999,0.8788,0.0758,0.0152,0.091,0.0,0.1364,0.9545,0.9242,0.9394,0.7576,3.7121,0.9697,8.8939,0.697,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,3,4,2561,368,17.2,2.5,13314
12,FLORIDA,FL,Highlands,12055,"Highlands County, Florida",1017.2895384,102101,0,55578,158,41026,856,19331,1710,3985,633,23722,1513,11910,975,35532,138,17673,102,20634,1244,2468,390,33080,72,4119,694,1589,269,14161,656,1449,319,2189,328,1827,349,19.2,1.7,10.8,1.6,23722.0,1513.0,15.3,1.3,34.8,0.1,17.3,0.1,20.4,1.2,6.0,0.9,32.4,0.1,4.2,0.7,2.9,0.5,25.5,1.2,3.5,0.8,5.3,0.8,1.8,0.3,0.697,0.9394,0.6212,0.6212,2.8788,0.7727,0.9394,0.197,0.8333,0.1212,2.0909,0.5455,0.6061,0.7727,1.3788,0.6818,0.4394,0.6061,0.7727,0.4091,0.3333,2.5606,0.5152,8.9091,0.7121,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12786,1122,12.7,1.1,99565
12,FLORIDA,FL,Union,12125,"Union County, Florida",243.5558042,15239,0,4567,404,3892,408,2131,306,356,138,15475,3138,2589,342,2211,111,2886,96,1501,335,466,123,4611,8,38,82,50,41,2124,270,95,52,204,105,5515,990,22.0,3.2,8.7,3.0,15475.0,3138.0,23.1,3.1,14.5,0.7,18.9,0.6,15.4,2.6,12.0,2.9,30.3,0.1,0.3,0.6,1.1,0.9,46.5,3.9,2.4,1.3,5.2,2.6,36.2,6.5,0.8333,0.8333,0.9848,0.8939,3.5453,0.9545,0.1515,0.3788,0.3636,0.9545,1.8484,0.3636,0.5758,0.0152,0.591,0.303,0.2121,0.9091,0.4697,0.3636,1.0,2.9545,0.7424,8.9392,0.7273,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,4,1209,283,12.4,2.4,13633
12,FLORIDA,FL,Washington,12133,"Washington County, Florida",584.6762505,24566,0,10863,144,8484,304,4901,650,815,206,18112,1215,3308,387,4263,96,4875,44,4283,383,854,200,5532,31,190,123,96,69,4167,329,213,79,470,119,2779,377,22.4,2.9,8.7,2.2,18112.0,1215.0,18.8,2.2,17.4,0.4,19.8,0.2,19.6,1.7,10.1,2.3,22.5,0.1,0.8,0.5,0.9,0.6,38.4,3.0,2.5,0.9,5.5,1.4,11.3,1.5,0.8485,0.8333,0.9394,0.7273,3.3485,0.9091,0.3485,0.5152,0.7424,0.7576,2.3637,0.8182,0.2424,0.2121,0.4545,0.1667,0.1364,0.803,0.5152,0.5,0.8182,2.7728,0.6667,8.9395,0.7424,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2807,355,12.8,1.6,20790
12,FLORIDA,FL,Bradford,12007,"Bradford County, Florida",293.9634353,26979,0,11020,234,8993,387,4743,755,586,155,20481,1680,4229,458,4797,79,5490,60,4668,450,932,200,6989,44,138,109,367,179,3621,367,197,96,782,205,3579,597,20.3,3.2,5.9,1.6,20481.0,1680.0,21.7,2.3,17.8,0.3,20.3,0.2,19.9,1.9,10.4,2.2,25.9,0.2,0.5,0.4,3.3,1.6,32.9,3.2,2.2,1.1,8.7,2.2,13.3,2.2,0.7424,0.303,0.7576,0.8333,2.6363,0.6818,0.3636,0.5758,0.7879,0.8333,2.5606,0.9242,0.4242,0.0455,0.4697,0.1818,0.4545,0.7121,0.4394,0.9091,0.8485,3.3636,0.8788,9.0302,0.7576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2902,517,12.4,2.2,23277
12,FLORIDA,FL,Taylor,12123,"Taylor County, Florida",1043.3173499,22098,0,11074,127,7356,397,3568,784,432,197,16919,1121,3628,453,4222,40,4236,94,4134,468,488,194,6181,97,150,112,178,135,3558,313,258,137,505,182,3905,309,19.8,4.3,6.2,2.8,16919.0,1121.0,22.6,2.8,19.1,0.2,19.2,0.4,22.7,2.5,6.6,2.6,28.0,0.4,0.7,0.5,1.6,1.2,32.1,2.8,3.5,1.9,6.9,2.5,17.7,1.4,0.7121,0.4394,0.9697,0.8636,2.9848,0.803,0.4242,0.4394,0.9545,0.1667,1.9848,0.4545,0.5,0.1667,0.6667,0.3333,0.2879,0.697,0.7727,0.7576,0.9545,3.4697,0.9242,9.106,0.7727,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,1994,390,10.9,2.1,19474
12,FLORIDA,FL,Polk,12105,"Polk County, Florida",1797.1597441,668671,0,291796,335,231260,2106,108755,3766,20204,1150,23812,335,70084,2417,133538,78,149878,39,101896,2130,22087,1089,267584,297,28026,1791,15133,886,62122,1453,8567,692,13024,789,12702,834,16.6,0.6,6.9,0.4,23812.0,335.0,15.2,0.5,20.0,0.1,22.4,0.0,15.4,0.3,9.6,0.5,40.0,0.0,4.5,0.3,5.2,0.3,21.3,0.5,3.7,0.3,5.6,0.3,1.9,0.1,0.5758,0.6212,0.6061,0.6061,2.4092,0.6212,0.5303,0.8636,0.3636,0.6818,2.4393,0.8485,0.7576,0.7879,1.5455,0.803,0.5303,0.5606,0.8182,0.5455,0.3939,2.8485,0.6818,9.2425,0.7879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86936,3353,13.2,0.5,601303
12,FLORIDA,FL,Glades,12043,"Glades County, Florida",806.6171535,13363,0,7013,91,4433,288,2061,506,454,199,21020,1964,2454,287,3463,110,2129,0,2479,369,308,119,5310,51,660,212,25,35,3606,304,109,61,201,92,1359,244,17.0,4.2,10.8,4.5,21020.0,1964.0,24.4,3.0,25.9,0.8,15.9,0.0,20.4,3.0,6.9,2.7,39.7,0.4,5.1,1.6,0.4,0.5,51.4,4.3,2.5,1.4,4.5,2.1,10.2,1.8,0.6212,0.9394,0.7273,0.9545,3.2424,0.8636,0.7879,0.0758,0.8333,0.2273,1.9243,0.4242,0.7424,0.8182,1.5606,0.8333,0.0606,0.9848,0.5152,0.1818,0.7879,2.5303,0.4697,9.2576,0.803,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2416,461,19.9,3.7,10171
12,FLORIDA,FL,Holmes,12059,"Holmes County, Florida",478.8564066,19430,0,8687,92,7016,264,4486,629,790,197,18574,1099,3173,413,3849,87,3802,83,4225,363,687,172,2536,24,118,89,48,39,2877,269,175,85,509,131,1828,221,25.6,3.6,10.7,2.6,18574.0,1099.0,22.6,3.0,19.8,0.4,19.6,0.4,24.0,2.0,9.8,2.4,13.1,0.1,0.6,0.5,0.6,0.5,33.1,3.1,2.5,1.2,7.3,1.8,9.4,1.1,0.9242,0.9242,0.8939,0.8636,3.6059,0.9697,0.5,0.4697,0.9697,0.7121,2.6515,0.9697,0.0303,0.0758,0.1061,0.0303,0.1061,0.7273,0.5152,0.8182,0.7273,2.8941,0.7121,9.2576,0.803,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3336,405,18.9,2.3,16155
12,FLORIDA,FL,Miami-Dade,12086,"Miami-Dade County, Florida",1898.7517348,2715516,0,1016653,690,870051,2771,482656,8071,87126,2258,26838,234,355875,5219,423353,32,554517,0,272374,3857,94118,2272,2350385,620,555810,6667,391332,3014,13070,655,54405,1656,90236,2122,47209,1863,18.0,0.3,6.3,0.2,26838.0,234.0,18.5,0.3,15.6,0.1,20.4,0.0,10.1,0.1,10.8,0.3,86.6,0.0,21.7,0.3,38.5,0.3,1.3,0.1,6.3,0.2,10.4,0.2,1.7,0.1,0.6818,0.4697,0.4545,0.6818,2.2878,0.5606,0.2424,0.6212,0.0,0.8636,1.7272,0.2879,1.0,1.0,2.0,1.0,1.0,0.0,0.9697,0.9697,0.3182,3.2576,0.8485,9.2726,0.8333,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,487884,8179,18.1,0.3,2196401
12,FLORIDA,FL,Suwannee,12121,"Suwannee County, Florida",688.5519592,43924,0,19264,78,15083,521,7530,1336,1323,513,21755,1630,5739,717,8836,146,9548,111,8263,663,1602,428,10702,28,756,357,428,167,9971,593,491,323,874,235,1582,198,17.8,3.2,7.3,2.8,21755.0,1630.0,18.5,2.2,20.1,0.3,21.7,0.3,19.5,1.6,10.6,2.8,24.4,0.1,1.8,0.9,2.2,0.9,51.8,3.1,3.3,2.1,5.8,1.5,3.6,0.5,0.6515,0.6818,0.6667,0.6818,2.6818,0.7121,0.5606,0.7576,0.697,0.8485,2.8637,0.9848,0.3182,0.4848,0.803,0.3788,0.3485,1.0,0.697,0.5758,0.5455,3.1668,0.8182,9.5153,0.8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5897,821,13.9,1.9,36096
12,FLORIDA,FL,Okeechobee,12093,"Okeechobee County, Florida",768.8558285,40572,0,18640,149,13759,384,8495,999,1124,241,19943,1258,7063,494,7793,64,8859,0,5717,532,1377,212,14767,15,2281,495,243,121,6967,397,641,177,567,125,3065,411,22.7,2.6,7.1,1.5,19943.0,1258.0,25.0,1.7,19.2,0.2,21.8,0.0,15.2,1.4,10.0,1.5,36.4,0.0,6.0,1.3,1.3,0.6,37.4,2.1,4.7,1.3,4.1,0.9,7.6,1.0,0.8636,0.6515,0.803,0.9697,3.2878,0.8939,0.4394,0.7727,0.303,0.7424,2.2575,0.7424,0.6818,0.8485,1.5303,0.7727,0.2424,0.7879,0.9091,0.1364,0.6515,2.7273,0.6515,9.8029,0.8636,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6826,642,18.1,1.7,34198
12,FLORIDA,FL,Madison,12079,"Madison County, Florida",696.5285814,18474,0,8581,102,6682,226,4603,634,372,142,19223,1389,2597,349,3642,66,3519,108,3143,376,594,131,8417,21,142,109,140,77,3534,276,260,99,786,171,2096,242,28.2,3.8,5.7,2.1,19223.0,1389.0,19.3,2.6,19.7,0.4,19.0,0.6,19.1,2.2,8.9,1.9,45.6,0.1,0.8,0.6,1.6,0.9,41.2,3.1,3.9,1.5,11.8,2.4,11.3,1.3,0.9697,0.2727,0.8333,0.7576,2.8333,0.7424,0.4848,0.4091,0.6667,0.6515,2.2121,0.697,0.8636,0.2121,1.0757,0.6364,0.2879,0.8485,0.8636,1.0,0.8182,3.8182,0.9848,9.9393,0.8788,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2157,445,13.1,2.7,16520
12,FLORIDA,FL,Putnam,12107,"Putnam County, Florida",727.8667788,72766,0,37284,119,28264,653,17653,1452,2919,484,19976,744,9887,698,16270,97,15626,59,12899,740,2244,347,20674,86,1429,342,1019,250,16179,683,713,203,2084,323,1480,273,24.8,2.0,10.5,1.7,19976.0,744.0,19.1,1.3,22.4,0.1,21.5,0.1,18.0,1.0,7.9,1.2,28.4,0.1,2.1,0.5,2.7,0.7,43.4,1.8,2.5,0.7,7.4,1.1,2.0,0.4,0.9091,0.9091,0.7879,0.7424,3.3485,0.9091,0.6515,0.7273,0.6212,0.4848,2.4848,0.8636,0.5152,0.5758,1.091,0.6515,0.3939,0.8636,0.5152,0.8333,0.4091,3.0151,0.7576,9.9394,0.8939,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11469,962,16.0,1.3,64470
12,FLORIDA,FL,Jackson,12063,"Jackson County, Florida",918.1761109,48472,0,21058,169,16894,448,8345,986,1591,301,18882,709,6825,468,8981,62,9033,104,7997,511,1728,274,16800,49,591,211,200,80,6284,419,613,206,1407,243,7924,402,20.6,2.4,8.8,1.6,18882.0,709.0,19.3,1.3,18.5,0.1,18.6,0.2,19.6,1.2,10.2,1.6,34.7,0.1,1.3,0.5,0.9,0.4,29.8,2.0,3.6,1.2,8.3,1.4,16.3,0.8,0.7727,0.8636,0.8788,0.7576,3.2727,0.8788,0.4091,0.303,0.7424,0.7879,2.2424,0.7273,0.6515,0.3636,1.0151,0.5606,0.1364,0.6818,0.803,0.8939,0.9091,3.4242,0.8939,9.9544,0.9091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4634,524,11.3,1.3,45183
12,FLORIDA,FL,DeSoto,12027,"DeSoto County, Florida",636.692837,36399,0,15102,219,11996,441,9824,1058,702,191,18311,1156,7083,551,7760,176,7145,66,4883,462,1236,232,16382,25,3439,552,121,76,4426,348,658,160,836,193,3519,579,28.5,3.1,5.0,1.4,18311.0,1156.0,27.3,2.1,21.3,0.5,19.6,0.2,14.1,1.3,10.3,1.9,45.0,0.1,10.0,1.6,0.8,0.5,29.3,2.2,5.5,1.3,7.0,1.6,9.7,1.6,0.9848,0.1061,0.9091,0.9848,2.9848,0.803,0.5909,0.4697,0.2424,0.803,2.106,0.5606,0.8333,0.9697,1.803,0.9091,0.1212,0.6667,0.9394,0.7727,0.7727,3.2727,0.8636,10.1665,0.9242,1,0,1,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,6393,736,18.4,2.1,31045
